,,,,,,,,,,,,,,x,,,,,,,,,,,,
48.151,55.146,55.965,56.292,56.892,56.043,53.82,52.714,47.929,3.0567,3.0244,3.0265,3.0168,3.0608,3.071,3.0669,3.085,0.0018245,0.0015546,0.0021478,0.0012406,0.0012628,0.0011863,0.0010259,0.00069187,0.0016687,0.00087028
46.889,50.533,56.318,56.309,56.132,54.885,54.295,53.264,45.976,2.9151,2.9464,3.0559,3.0157,3.1074,3.013,3.0791,3.0423,0.00078628,0.0014215,0.0018288,0.0013713,0.00088276,0.00023199,0.001319,0.0012604,0.0018064,0.00022944
48.073,52.502,54.835,56.84,55.98,55.063,55.468,52.213,46.891,2.9983,3.1052,3.0962,3.0876,3.0539,3.0345,2.9666,2.9702,0.0012654,0.0016457,0.00059648,0.0010553,0.0012062,0.00077581,0.0014548,0.0015426,0.0011815,0.0016351
46.66,50.346,54.985,55.245,55.746,55.004,56.312,53.592,47.612,2.9503,3.0731,3.0207,3.0353,3.0845,3.0864,3.0476,3.0751,0.0011768,0.0017802,0.00080306,0.0011074,0.00073599,0.00070535,0.0010906,0.0018085,0.0014831,0.0013591
46.859,54.084,54.589,56.217,57.672,54.694,54.769,52.117,47.163,3.0471,3.0217,3.0523,3.0813,3.1168,3.0609,2.9956,3.0488,0.001812,0.0002336,0.0012704,0.0011087,0.00068912,0.0011283,0.00098205,0.00059171,0.00091486,0.0016793
46.468,54.276,55.225,55.338,56.032,55.415,54.717,50.459,46.411,3.0297,3.094,3.087,3.0769,3.0788,3.079,3.0836,3.0864,0.0018639,0.00089607,0.00044905,0.00088872,0.0010502,0.0011642,0.00090048,0.0008847,0.0011845,0.00079836
47.482,53.29,54.129,54.089,54.635,55.129,54.566,52.271,49.299,3.0222,2.9829,3.1115,3.0957,3.0012,3.0759,3.1152,3.0751,0.0012598,0.00068896,0.0016598,0.001317,0.0014454,0.00092364,0.0014448,0.00091739,0.0012941,0.001277
49.908,54.602,54.053,56.153,56.579,55.139,54.191,50.485,46.108,2.9705,3.0263,3.1166,3.092,3.1048,3.0363,3.1179,3.1076,0.0019492,0.0010369,0.00040672,0.0021181,0.00029317,0.00042083,0.00051616,0.0018748,0.0010067,0.00056559
47.837,52.884,51.432,55.442,56.912,55.971,54.133,52.315,48.504,3.0545,3.0613,3.0808,3.0619,3.0879,3.0607,3.061,3.0605,0.0013827,0.00095966,0.0014011,0.0013046,0.0013067,0.0006367,0.0012265,0.0010302,0.00098061,0.0017315
46.424,51.051,55.767,55.817,55.224,53.562,54.878,52.686,45.747,3.014,3.0154,3.1061,3.0466,3.0593,3.0736,3.109,3.0036,0.0016029,0.00096333,0.00076407,0.001455,0.0015891,0.0010886,0.0010928,0.00031734,0.001284,0.00040585
49.5,53.45,53.467,53.109,54.638,55.836,55.78,52.586,47.381,3.0552,3.0876,3.0301,3.1134,3.0091,3.1043,3.1259,2.9782,0.0012083,0.00041315,0.00071475,0.0005806,0.001455,0.00049128,0.00058456,0.0007857,0.00058421,0.0016647
45.569,53.772,54.233,55.765,55.068,56.165,55.289,53.859,46.448,3.0509,3.0908,3.0332,3.0165,3.0709,3.1197,3.0621,2.9717,0.00076571,0.00074014,0.0014534,0.0011659,0.0011429,0.00075699,0.00094392,0.0015262,0.0013947,0.00028093
43.918,51.877,55.262,55.142,57.369,56.296,53.357,52.562,51.633,2.9911,3.0941,3.0315,3.0488,3.0271,3.1011,2.9457,2.9594,0.0011864,0.001169,0.00031401,0.0012053,0.00042538,0.00070691,0.00068524,0.0021707,0.0018523,0.0011742
48.142,53.72,56.193,55.155,56.04,56.823,53.912,52.887,44.743,2.837,3.0659,3.0698,3.097,3.0547,3.0726,3.1107,2.9821,0.001157,0.00067455,0.0014644,0.0012297,0.0011179,0.0010827,0.0008745,0.0014211,0.0014268,0.0017605
48.016,54.105,55.105,56.141,55.68,54.279,56.255,52.901,48.427,3.033,3.0639,3.0292,3.0776,3.0234,3.1144,3.1265,2.9799,0.00089537,0.00115,0.0014875,0.0010002,0.0011992,0.00059062,0.00055417,0.001097,0.0010496,0.0009538
50.004,52.084,54.527,57.581,56.532,56.233,53.848,53.694,45.181,3.1176,3.1163,3.0815,3.0564,3.0508,3.1263,3.1116,2.9489,0.0016681,0.00060095,0.0013608,0.0020665,0.0013747,0.0012189,0.0026286,0.00085626,0.00028577,0.00073828
43.061,50.401,55.357,57.04,55.6,55.59,55.052,52.921,46.116,3.0502,3.1346,3.1148,3.1055,3.0589,3.0723,3.0747,3.0724,0.00082993,0.00096193,0.001016,0.0016978,0.00135,0.0015231,0.00091709,0.0011541,0.0014338,0.00040255
43.605,55.217,55.796,54.969,54.822,55.541,55.297,52.951,46.193,2.8824,3.0224,3.0582,3.0261,3.0293,3.0524,3.0891,3.0516,0.0016434,0.00063685,0.00035572,0.001252,0.0011794,0.0018196,0.00018947,0.0017004,0.0024388,0.001263
47.873,53.06,53.875,54.622,55.833,56.33,53.259,52.248,45.548,3.0286,3.1014,3.055,3.0461,3.0358,3.0445,2.9772,3.0809,0.0017933,0.0011681,0.00063307,0.00098218,0.00082423,0.0011138,0.00099769,0.00089109,0.00047521,0.00079704
42.419,53.954,55.682,55.037,54.248,55.28,55.426,50.353,46.111,3.031,3.0253,3.0804,3.1129,2.9962,3.0947,3.0551,2.9366,0.00068714,0.00073862,0.0011318,0.00046862,0.0012312,0.00063237,0.0017575,0.00076123,0.0013355,0.00091577
47.209,52.719,53.043,53.68,54.395,56.429,53.505,53.728,46.434,3.0963,3.0838,3.0588,3.0311,3.0223,3.031,3.0948,3.0436,0.00046482,0.00035737,0.0016455,0.0012765,0.001521,0.00090906,0.0011977,0.0017005,0.0006779,0.00073212
48.947,51.193,54.426,55.132,56.652,56.088,55.34,50.332,42.918,3.1059,3.0864,3.0843,3.0949,3.0299,3.0667,3.0565,2.994,0.00053504,0.00062765,0.0010579,0.0011603,0.0019058,0.0003211,0.00090279,0.0013721,0.00069929,0.0014994
47.365,55.066,55.104,55.981,56.28,54.543,53.842,54.224,43.166,3.0418,3.0975,3.0522,3.0722,3.0629,3.0633,3.067,3.0007,0.00076199,0.00082374,0.00068994,0.00061007,0.0011492,0.00062617,0.0010829,0.00074558,0.00065371,0.0015997
45.434,52.309,54.796,54.833,54.067,54.711,54.523,54.503,43.332,2.9939,3.0759,3.0276,3.0929,3.0764,2.9805,3.0667,3.1288,0.001065,0.0013307,0.00056408,0.00084791,0.0011203,0.00097744,0.00067262,0.0014844,0.0014537,0.00081159
45.139,52.97,54.881,56.103,54.97,55.719,54.526,50.677,48.07,2.9671,3.1274,3.0407,3.0984,3.0085,2.9938,2.9204,2.9435,0.0012221,0.0012239,0.00055659,0.0010315,0.00077508,0.00090192,0.0006899,0.0010108,0.00076981,0.00077584
49.03,51.611,53.1,56.621,55.822,55.587,53.239,52.457,48.12,3.064,3.0606,3.0817,3.0239,3.0793,3.0426,3.0961,3.029,0.00061051,0.0013337,0.0011804,0.0017146,0.0015192,0.00017213,0.00086431,0.0010871,0.0012943,0.0015593
47.492,53.726,55.344,55.463,55.455,54.776,53.482,51.299,47.295,2.9072,3.0518,2.9927,3.0002,3.1129,3.0144,3.0973,3.0063,0.0003315,0.0016077,0.00082726,0.0010025,0.00066908,0.0010597,0.00065154,0.00084843,0.0020908,0.0017763
45.768,51.307,55.243,54.989,56.253,55.454,54.149,53.445,47.651,3.0494,3.0916,3.0262,3.0423,3.0606,2.9827,2.9434,3.0592,0.0013803,0.00094842,0.00089557,0.00097173,0.00085451,0.00037595,0.0016446,0.0017272,0.0018338,0.0020141
48.245,51.861,53.131,55.016,56.302,53.974,55.081,52.359,47.121,3.0467,3.0644,3.0541,3.0748,3.0892,3.0793,3.0129,3.0346,0.00087495,0.0016159,0.0016408,0.00088364,0.0015123,0.00076955,0.00080764,0.0011996,0.00115,0.0017955
49.724,51.411,54.778,54.104,56.105,54.206,54.556,54.081,47.696,2.8808,2.9461,3.0936,3.0547,3.0349,3.0273,3.0751,3.0535,0.001447,0.001287,0.001054,0.00085664,0.00091848,0.00048968,0.0010305,0.00076191,0.001756,0.0013994
48.377,52.491,55.38,55.801,56.683,55.067,53.582,50.316,47.334,2.9899,3.0646,3.0375,3.0238,3.0668,3.0569,2.9782,3.0572,0.0016881,0.0014788,0.00072207,0.0014284,0.0019864,0.0022718,0.00095732,0.00099424,0.00011774,0.00041226
47.716,51.322,52.566,56.037,56.376,55.64,54.366,52.028,45.022,3.0813,3.0926,3.0791,3.0447,3.0366,3.005,2.9977,2.9709,0.00090193,0.00083069,0.00065644,0.002053,0.00085632,0.0008656,0.00091255,0.00064323,0.0028237,0.00040927
46.784,52.038,53.77,52.723,54.573,55.444,56.542,53.117,46.66,3.0756,3.097,3.0559,3.0972,3.0405,3.1359,3.0443,3.1009,0.0024627,0.0015232,0.00074694,0.0011135,0.0010688,0.00044696,0.001233,0.00054639,0.0011445,0.0012081
48.848,52.376,55.111,55.647,55.905,54.63,54.599,51.587,49.549,3.0424,3.0867,3.1254,3.0794,3.0145,3.0873,2.9448,3.0566,0.00078759,0.0021266,0.0016965,0.0014978,0.00053571,0.00035202,0.00094755,0.00077506,0.00022075,0.0018302
46.06,53.708,56.357,56.852,56.676,54.092,54.687,51.075,49.331,2.9451,3.0364,3.0392,3.0953,3.041,3.0767,3.0871,2.9843,0.0015121,0.0010015,0.0020013,0.00071402,0.00047917,0.0017294,0.0012277,0.00073467,0.00053931,0.00099858
49.053,53.596,54.562,55.841,53.736,54.834,55.528,53.023,48.172,3.0444,3.0354,3.0627,3.1151,3.1131,3.1056,3.075,3.0575,0.0020414,0.0014474,0.00037737,0.00089713,0.00069815,0.0018282,0.0018746,0.0016195,0.00081415,0.0018047
48.02,52.223,54.362,54.943,56.321,54.956,54.517,52.101,45.083,3.0122,3.0285,3.0577,3.0316,3.0191,3.0099,2.9939,3.0237,0.0014848,0.00098443,0.00097442,0.00062766,0.0014571,0.0017306,0.0010165,0.0020368,0.00030336,0.00092903
42.597,51.097,54.566,55.84,56.403,56.169,52.636,51.395,47.892,3.013,2.9323,3.1146,2.9979,3.1133,3.0795,3.0408,3.0377,0.0011346,0.0020285,0.0014649,0.0016728,0.0013698,0.001287,0.0007329,0.0011844,0.00033444,0.00085162
46.627,53.163,53.415,53.682,54.254,56.884,55.974,53.49,42.852,3.0069,3.061,3.1006,3.0381,3.0176,3.0396,3.0884,2.9648,0.00071732,0.00059688,0.0007871,0.001051,0.00053651,0.00046589,0.0010417,0.00090167,0.0015636,0.0016978
49.854,52.322,53.624,56.446,56.551,52.119,52.575,53.994,49.314,3.0367,3.0525,3.1147,3.0311,3.1008,3.0263,3.063,3.0132,0.0017948,0.0010291,0.00217,0.00092341,0.00068041,0.00052635,0.00044312,0.0015714,0.001532,0.00063795
45.235,52.498,54.268,55.825,56.047,53.597,54.472,51.966,49.237,2.989,3.1205,3.1144,3.1291,3.0497,2.9759,3.0839,3.0277,0.0011452,0.0012967,0.00064914,0.00056623,0.00066093,0.0010391,0.0011346,0.00063256,0.0014339,0.0015274
46.612,52.327,52.327,56.223,55.876,56.467,55.584,50.961,49.733,3.0289,2.9991,3.0347,3.068,3.0381,3.116,3.0535,3.0699,0.00044203,0.00084654,0.00077618,0.0010512,0.00028985,0.00075398,0.0011184,0.0011547,0.0017632,0.001704
46.665,54,54.741,54.484,55.376,56.493,53.535,51.43,46.028,3.0561,3.1096,3.0837,3.1183,3.074,3.1281,3.0667,2.9648,0.0019735,0.0019152,0.0011033,0.0013304,0.0012784,0.00077574,0.00098409,0.00031705,0.0012818,0.0010636
44.783,52.646,54.545,56.378,57.085,54.841,54.004,52.369,48.488,2.9629,3.0957,3.0154,2.9955,3.0419,3.1345,3.0604,3.01,0.0011579,0.0013526,0.0015544,0.0011951,0.0014139,0.00079048,0.00060749,0.0019479,0.0014251,0.00092297
46.383,51.354,55.043,56.27,56.522,55.642,52.712,51.417,47.125,2.9876,3.0266,2.9916,3.1085,3.1197,3.0842,3.0432,3.0772,0.001647,0.0015088,0.0014742,0.002129,0.00047491,0.00095088,0.0007709,0.0013148,0.00036596,0.0014668
47.618,52.495,55.45,57.221,54.773,54.647,55.878,53.392,45.259,3.0796,3.0678,3.1038,3.1006,3.0289,3.1294,3.0961,3.0644,0.0010557,0.00047569,0.0006254,0.0012744,0.001172,0.00092021,0.00067847,0.0015553,0.0010839,0.0017465
46.613,51.377,54.099,55.449,56.344,56.232,52.787,50.976,48.02,3.0841,3.0755,3.0045,3.0793,3.067,3.1093,3.0755,3.0054,0.00057271,0.00052646,0.0011945,0.0013382,0.0010876,0.00024696,0.0013371,0.00072296,0.00086507,0.0018619
46.949,52.778,54.628,54.551,54.442,56.798,53.977,52.41,46.567,2.8636,3.0532,3.0662,3.0996,3.0967,3.1175,3.0882,3.0229,0.0013365,0.0003988,0.0010763,0.00091253,0.0019398,0.0012817,0.00050251,0.00084055,0.0014359,0.0016314
48.577,52.993,52.741,55.945,55.123,55.392,53.278,52.476,47.513,3.0345,3.0602,3.0509,3.0397,3.0768,3.1099,3.0449,3.0337,0.0012203,0.00044967,0.0019572,0.00058756,0.0010103,0.0012588,0.0004737,0.0016481,0.00089677,0.00091447
43.679,53.986,53.552,54.996,55.472,55.261,54.447,52.746,49.396,3.0809,3.0844,3.0999,3.1111,3.1111,3.1245,3.123,3.0354,0.0003903,0.001486,0.0016896,0.00056299,0.0009207,0.00104,0.00085078,0.001129,0.00045897,0.0010679
51.141,51.916,52.775,55.762,56.389,56.612,53.593,51.946,46.564,3.0901,3.0863,3.0901,3.0857,3.1101,3.0395,3.0335,2.9052,0.0021148,0.00096778,0.001203,0.0014727,0.0010873,0.00076181,0.0010884,0.00077062,0.001704,0.00057202
45.196,52.5,53.142,54.67,55.278,56.402,53.865,52.969,48.498,3.0363,3.0723,3.048,3.0926,3.0066,2.9165,2.9862,3.1222,0.0010226,0.0014073,0.0011295,0.0008945,0.0014793,0.00088794,0.00077201,0.00070801,0.0015228,0.001733
47.476,53.928,55.064,55.872,56.612,54.058,54.239,53.223,49.311,2.9138,3.1104,3.0942,3.0508,3.0115,3.1075,3.072,3.0076,0.00056494,0.00079238,0.00072604,0.0012979,0.0012703,0.0011014,0.00051232,0.00098811,0.0015499,0.0015041
42.737,51.343,54.88,56.221,53.412,56.005,55.568,50.838,46.438,3.0222,3.0527,3.0437,3.0723,3.0964,3.0196,3.1116,2.8976,0.00051686,0.0014521,0.0009204,0.0014277,0.0011907,0.00096015,0.0011646,0.0015626,0.0012149,0.0015428
48.118,51.791,54.647,55.189,56.123,55.12,53.332,52.621,44.441,3.1216,3.1247,3.0387,3.0264,3.1139,3.0883,3.0415,3.1017,0.0011038,0.00078741,0.00044903,0.00080177,0.00026638,0.00093979,0.0014631,0.00088208,0.00095756,0.0014745
45.918,51.376,54.622,55.561,55.21,56.039,55.257,51.436,42.158,3.0823,3.1014,3.0407,3.1023,3.104,3.0812,3.0544,3.0364,0.00061119,0.0016923,0.00070339,0.00064912,0.0015207,0.00075186,0.00052978,0.0012253,0.00083261,0.0020327
50.334,53.536,54.172,55.187,55.542,55.487,55.504,52.779,49.777,2.9849,3.0613,2.9899,3.1018,3.1175,3.0323,3.1398,2.9099,0.0016245,0.0018472,0.00059161,0.0014691,0.00090972,0.00038504,0.00048733,0.0022368,0.00086962,0.0012861
45.312,51.045,54.48,54.956,57.202,54.292,53.784,52.865,45.923,2.9564,3.0269,3.0926,3.0931,3.1079,3.0636,3.0275,3.0034,0.0019452,0.0016088,0.0013502,0.0011579,0.0012945,0.00067056,0.00099769,0.00093294,0.0014947,0.0015865
44.697,51.046,54.733,55.881,55.43,55.468,54.144,51.514,46.751,3.0259,3.0086,3.0684,3.1244,3.0978,3.0348,3.0053,3.0455,0.0012387,0.0014951,0.00098937,0.0012477,0.0015746,0.0012175,0.00081951,0.0015073,0.00068652,0.0014459
45.508,54.402,53.303,54.985,55.251,55.119,54.935,50.294,46.501,3.0417,3.0954,3.0449,3.131,3.1123,3.0889,3.0174,3.0059,0.00070836,0.00049892,0.0013118,0.0010731,0.0017114,0.0012628,0.00071708,0.00029513,0.0015024,0.0021742
46.204,51.905,52.712,56.912,55.004,53.977,54.402,53.193,44.233,3.023,3.0572,3.1145,3.0207,3.0693,2.994,3.0139,3.0503,0.0015294,0.001197,0.0017993,0.00060311,0.0010061,0.00058095,0.00064292,0.0010828,0.00087196,0.0011739
48.386,51.291,55.599,57.427,56.027,54.811,53.477,49.089,46.642,2.9542,3.0271,3.0159,3.0728,3.054,3.0521,2.955,3.0939,0.00099831,0.0014179,0.00089716,0.0012501,0.00056124,0.0020939,0.00095749,0.0013041,0.0020905,0.0012081
48.962,49.285,54.517,56.917,55.093,55.979,55.286,52.91,45.817,2.9374,3.0979,3.082,3.0279,3.0757,3.0699,3.0996,3.1245,0.00068132,0.0011718,0.00051297,0.0012772,0.00077418,0.00045646,0.0020699,0.00074131,0.00045273,0.0005669
42.419,51.101,55.426,57.309,54.83,55.675,55.026,52.777,48.373,3.0416,3.0474,3.1222,3.0519,3.0016,3.0684,3.1279,3.0364,0.00078549,0.0017795,0.00098088,0.0010741,0.00045374,0.0015811,0.0010251,0.0013192,0.00017651,0.0018199
47.569,51.723,55.093,54.282,54.841,55.128,55.723,52.599,48.651,2.8917,3.111,3.0743,3.0032,3.0387,3.0728,3.0667,2.9861,0.0010227,0.0018657,0.00092337,0.0013865,0.0011535,0.0010974,0.00068779,0.0015926,0.0012707,0.00095317
47.476,50.685,52.869,54.369,54.194,53.78,55.897,52.358,44.49,2.9639,2.9874,3.0494,3.0557,3.0763,3.1219,3.0691,2.9611,0.00054468,0.0010347,0.0010433,0.0011183,0.0018145,0.00066989,0.00077778,0.000671,0.00063628,0.0011664
46.859,52.055,55.08,55.39,54.997,54.506,52.509,52.083,48.424,3.0767,3.0403,3.0828,3.0515,3.0781,3.0894,3.1221,2.9623,0.0022298,0.0008818,0.0017214,0.0014105,0.0010806,0.0016186,0.0015568,0.00093585,0.0013221,0.00088023
45.225,53.047,54.349,55.21,56.43,52.173,53.519,50.772,45.273,3.1085,2.9684,2.9689,3.0932,3.0597,3.046,3.0538,3.0807,0.00056947,0.0017387,0.00070768,0.0007313,0.0013897,0.00057246,0.00092547,0.0013105,0.0013346,0.0011118
44.962,54.566,54.101,56.155,54.516,54.703,55.651,51.545,44.648,3.0461,3.0016,2.993,3.119,3.0737,3.0465,3.1251,2.9864,0.00075198,0.0010354,0.0010972,0.001087,0.0009375,0.0013504,0.00030738,0.00041955,0.0018722,0.0019108
43.932,52.707,52.41,55.366,55.43,55.16,54.868,53.323,46.89,2.9702,3.0558,3.0842,3.0516,3.1043,3.1321,3.1066,2.9739,0.00023014,0.00072321,0.00058509,0.00051868,0.0010062,0.00084218,0.0023324,0.00077669,0.0015003,0.0018796
45.672,51.751,55.034,53.294,54.903,54.884,54.278,51.755,47.438,3.0863,3.0177,3.0182,3.1121,3.1362,3.0851,3.0752,3.1148,0.0012461,0.0011047,0.0011599,0.00056959,0.00054346,0.001418,0.00075469,0.00059698,0.0016691,0.0014204
47.563,53.349,54.198,55.061,56.961,55.868,54.19,52.101,47.277,2.9267,3.1065,3.0794,3.0524,3.0983,3.0884,3.0223,3.0265,0.0012421,0.0012363,0.00049304,0.0014032,0.0010238,0.0017957,0.00084178,0.0013582,0.0015621,0.0010053
43.882,54.121,54.496,55.259,55.851,54.603,53.517,53.124,48.054,3.0476,3.0194,3.0641,3.1346,3.0931,3.1199,3.0094,2.8933,0.0011697,0.00080735,0.0018811,0.0012707,0.0012653,0.0014233,0.00092866,0.0007476,0.0014425,0.00083202
49.386,52.631,55.199,57.556,55.317,54.818,54.118,52.07,47.567,3.1051,2.9574,3.0823,3.0366,3.0974,3.0765,3.097,3.0865,0.0017813,0.0018832,0.0013343,0.00053871,0.00086109,0.0010661,0.0011056,0.00094621,0.0014028,0.0018377
46.98,54.633,52.786,54.976,56.699,56.855,54.987,51.752,43.339,2.9725,3.0132,3.096,3.0204,3.0699,3.054,2.9874,2.9485,0.00062609,0.00072595,0.00087722,0.00038974,0.00093383,0.00074939,0.0016364,0.0010182,0.0012939,0.0018769
47.725,51.892,55.511,55.211,55.299,55.714,54.623,51.641,48.331,3.023,3.0511,3.0893,3.0225,3.112,3.1114,3.0686,3.0524,0.00058528,0.0013788,0.00045132,0.0011581,0.0019753,0.001129,0.0017692,0.0015623,0.0014181,0.00061807
46.192,52.908,54.787,56.591,56.049,57.142,54.955,53.086,46.571,3.0367,3.0994,3.0737,3.0798,3.0146,2.9488,3.0913,2.957,0.00074399,0.00080321,0.0010553,0.0017056,0.00043667,0.0011436,0.00064115,0.00062825,0.0009231,0.00092398
43.203,50.971,53.976,53.941,54.87,55.441,53.583,51.952,48.386,3.0475,3.0032,3.1099,3.0264,3.0783,3.0573,3.0742,2.9326,0.0005914,0.0010045,0.0012791,0.0012853,0.0017011,0.00081034,0.0015361,0.0014741,0.00050655,0.0004803
47.111,53.932,54.978,54.66,54.292,56.141,54.537,51.575,42.308,3.0266,2.9863,3.0587,2.9899,3.1142,3.0025,2.9452,2.9708,0.000863,0.0011981,0.00066747,0.000884,0.0021696,0.00057681,0.0015614,0.00068803,0.00092137,0.001743
46.208,51.234,52.889,53.352,55.729,53.682,55.184,53.016,44.167,3.0027,3.0585,3.0513,3.0561,3.1085,3.0575,3.0366,3.0674,0.0013484,0.00042821,0.00033662,0.00080171,0.001719,0.00016211,0.0015226,0.00094266,0.0010388,0.0010022
43.222,50.605,54.188,54.452,55.557,56.559,55.786,52.566,44.349,2.8467,3.0597,3.0193,2.9983,3.1017,3.0228,2.9605,3.0755,0.0011633,0.0018092,0.0012895,0.001479,0.00084988,0.0010659,0.0015619,0.00045094,0.00051985,0.0015158
48.948,52.806,52.674,56.706,56.14,52.949,53.684,52.332,44.741,3.0169,3.0914,3.0457,3.0607,3.0285,2.9922,3.1218,2.993,0.0017133,0.00096258,0.0011823,0.00044719,0.00066442,0.00046892,0.0011218,0.00054437,0.0014203,0.0011037
46.217,51.647,52.496,55.497,54.522,53.04,54.752,52.007,45.555,3.0408,3.0578,3.0319,3.0684,3.1188,3.0478,3.0176,2.9616,0.00031325,0.00075261,0.0010166,0.00056064,0.0013804,0.000602,0.0010922,0.00052138,0.00053144,0.0010986
49.578,51.541,52.726,54.303,56.893,57.04,53.629,51.086,45.412,3.0055,3.0856,3.1176,3.089,3.0775,3.0398,2.9985,2.9841,0.0018489,0.0016941,0.00093839,0.00096361,0.0023998,0.00091551,0.0018096,0.0012594,0.0010597,0.0013983
48.896,53.283,54.143,53.554,56.581,53.896,54.292,54.013,47.64,3.0956,3.0529,3.0604,3.0197,3.0486,3.0836,3.0761,3.0573,0.001708,0.0023224,0.0012916,0.0011757,0.0011043,0.00090004,0.001093,0.0016131,0.0010422,0.0013459
46.057,53.135,51.433,55.295,56.547,55.127,54.709,52.173,46.329,3.0729,3.0212,3.0418,3.099,3.0167,3.0546,3.0568,2.9719,0.00098738,0.00078892,0.0010143,0.0017682,0.00079966,0.0013855,0.0014222,0.0010241,0.0011497,0.00091882
42.626,50.054,52.042,55.913,56.996,54.362,53.439,52.611,45.609,2.9274,3.0269,3.0979,3.063,3.0949,3.1043,3.0688,3.1152,0.0020807,0.0013578,0.00091491,0.0009144,0.0010958,0.0015306,0.00074614,0.0012743,0.0008259,0.0014657
45.057,51.672,54.483,54.823,56.481,56.256,54.343,50.282,47.924,3.0572,2.9962,3.0315,3.0637,3.1054,3.0444,3.0183,3.0641,0.00019074,0.0016415,0.0018189,0.00039162,0.0012455,0.00096609,0.0013065,0.00063372,0.00044766,0.0012056
48.228,48.532,55.184,57.538,56.063,52.31,54.34,51.858,42.58,2.9943,3.0595,3.1033,3.0462,3.0507,3.0198,2.9979,3.1026,0.00095963,0.0016239,0.00080462,0.0010876,0.0010042,0.0012976,0.00074441,0.00048818,0.0013159,0.00042699
43.241,51.355,54.695,56.411,55.897,52.167,53.644,52.204,47.211,3.1067,2.9883,2.9622,3.0673,3.0485,3.0518,3.0772,2.9399,0.0013071,0.0010423,0.0006808,0.0020183,0.0010572,0.00069344,0.0017489,0.00026628,0.0013565,0.00054985
47.489,53.309,55.656,55.504,54.821,56.82,52.049,50.194,45.024,2.9889,3.1191,3.1063,3.0706,3.0214,3.0533,3.0256,2.9535,0.00079069,0.0016195,0.0020762,0.0012859,0.00053831,0.00061229,0.0012436,0.00061508,0.0010652,0.00074051
47.587,51.579,55.09,57.171,54.077,53.268,52.147,51.649,46.895,2.8625,3.0386,3.0823,3.0928,3.083,3.1118,3.1106,3.1097,0.0016631,0.001508,0.0013828,0.0010094,0.00081878,0.001714,0.0017163,0.0012825,0.0012849,0.0012349
47.505,52.383,53.877,55.421,54.911,54.935,53.901,50.335,44.169,2.975,3.0754,3.0696,3.1031,3.1198,3.0323,3.0146,3.0257,0.0011965,0.0014968,0.001443,0.00085978,0.00050955,0.00129,0.00019919,0.0017551,0.0013128,0.00063617
47.403,50.104,53.23,55.889,55.628,54.95,54.28,52.55,48.868,2.9891,3.108,3.0428,3.0683,3.083,3.0001,3.08,3.0289,0.0019,0.00062884,0.0011742,0.00095729,0.001242,0.0014014,0.00045811,0.0010051,0.0013808,0.0010094
46.486,54.534,56.83,55.022,52.362,53.447,52.458,50.894,45.725,3.04,3.0803,3.0744,3.09,3.0517,3.0963,3.1024,3.0389,0.002159,0.00042589,0.0012004,0.0012743,0.00095277,0.00070624,0.00098224,0.00098046,0.00052851,0.00098361
46.484,53.076,54.051,54.158,53.72,53.01,55.555,51.981,45.396,3.0727,3.084,3.0698,3.0005,3.0363,3.0747,3.0419,2.9599,0.0011736,0.001207,0.0017507,0.0010499,0.00046041,0.00057217,0.000524,0.0010624,0.000511,0.0014193
44.301,50.314,53.181,54.015,55.909,55.014,54.55,52.656,47.561,3.0073,3.0312,3.0614,3.0528,3.0775,3.0773,3.0243,3.0522,0.00084547,0.001242,0.00082591,0.00065212,0.001327,0.00074677,0.00086168,0.00084324,0.0014365,0.0011311
46.268,54.923,54.557,55.158,55.556,55.875,54.009,51.162,45.605,2.8781,3.0068,3.122,3.1269,3.0801,3.1133,3.0595,3.0849,0.00072969,0.0013319,0.00063015,0.00094646,0.00092263,0.00099943,0.00093024,0.00045013,0.0010496,0.00093613
46.125,53.053,53.619,54.597,53.994,55.734,53.685,52.817,44.719,3.0692,2.9925,3.0382,3.086,3.1085,3.09,3.0975,2.964,0.0018594,0.00081967,0.0010747,0.0016761,0.001856,0.0016421,0.0011369,0.00084812,0.00033989,0.00067208
44.862,53.261,53.682,53.745,56.398,55.759,54.653,52.185,45.028,3.0134,3.0814,3.119,3.1299,3.1252,3.0693,3.1011,3.0398,0.0010107,0.00080349,0.00059981,0.00091038,0.0025838,0.0012107,0.0016094,0.0013091,0.0013947,0.00096247
47.561,52.644,54.531,55.559,55.003,54.536,54.328,51.495,47.003,2.9105,3.0024,3.11,3.0125,2.9845,3.0321,3.0454,3.0008,0.0021768,0.0024853,0.00092865,0.00069192,0.0012977,0.0012994,0.0011513,0.00084404,0.0010046,0.0011705
